Record,New_Recap,BanderID,Band_Number,Species,SampleID,Colors Left Top/Bottom,Colors Right Top/Bottom,Date,Season,Day,Month,Year,OrdDay,Time,Wing,Tail,Tarsus,Fat_Score,BirdMass,BirdAge,How_Aged,Eye,Skull,PCRsex,PCRMorph,Field_Morph,Band_Location,P4_Yes_No,R6_Yes_No,Blood_Yes_No,Images_Yes_No,Spec_Data,P4GenType,P4gen,R6gen,R6GenType,age_r6,age_a1,age_a2,age_a3,Latitude,Longitude,County,State,Comments
209,N,SW,2941-15306,WTSP,W168,YEL/YG,ORG/A,6-Nov-22,22.23,6,11,2022,310,840,70,71,27,0,24.4,HY,P,dull,NA,F,TS,,1616EAST,Y,N,Y,Y,N,0,J,J,0,0,1,0,0,36.51812,-87.31848,Montgomery,TN,
210,N,SW,2941-15307,WTSP,W169,YEL/YG,GRN/A,6-Nov-22,22.23,6,11,2022,310,920,79,76,25.1,4,27.7,AHY,P,rich,NA,M,WS,,1616EAST,Y,N,Y,Y,N,1,B,B,1,1,1,1,1,36.51812,-87.31848,Montgomery,TN,
211,N,SW,2941-15309,WTSP,W170,YEL/YG,WHT/A,7-Nov-22,22.23,7,11,2022,311,1415,72,70,25.1,2,29.1,HY,P,medium,NA,M,TS,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
212,N,SW,2941-15310,WTSP,W171,ORG/YG,RED/A,7-Nov-22,22.23,7,11,2022,311,1415,75,76,25.4,0,25.4,HY,P,dull,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
213,N,SW,2941-15311,WTSP,W172,ORG/YG,YEL/A,7-Nov-22,22.23,7,11,2022,311,1545,75,73,25.5,3,29.0,HY,P,dull,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,
214,N,SW,2941-15313,WTSP,W173,ORG/YG,ORG/A,9-Nov-22,22.23,9,11,2022,313,830,72,78,NA,1,26.7,HY,P,medium,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,1,1,0,36.53908,-87.36114,Montgomery,TN,
215,N,SW,2941-15314,WTSP,W174,ORG/YG,DKB/A,9-Nov-22,22.23,9,11,2022,313,930,77,78,NA,0,28.0,AHY,P,rich,NA,M,X,,EMERALD,Y,N,Y,Y,N,1,B,B,1,1,1,1,1,36.53908,-87.36114,Montgomery,TN,
216,N,SW,2941-15315,WTSP,W175,ORG/YG,GRN/A,9-Nov-22,22.23,9,11,2022,313,930,67,68,NA,2,25.2,HY,P,dull,NA,F,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
217,N,SW,2941-15316,WTSP,W176,ORG/YG,WHT/A,9-Nov-22,22.23,9,11,2022,313,930,72,78,NA,0,26.7,AHY,P,medium,NA,M,X,,EMERALD,Y,N,Y,Y,N,1,B,B,1,1,1,1,1,36.53908,-87.36114,Montgomery,TN,
218,N,SW,2941-15317,WTSP,W177,YG/WHT,RED/A,9-Nov-22,22.23,9,11,2022,313,930,71,70,NA,1,23.3,HY,P,medium,NA,F,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
219,N,SW,2941-15318,WTSP,W178,YG/WHT,YEL/A,9-Nov-22,22.23,9,11,2022,313,930,70,67,NA,1,21.5,HY,S,dull,5,F,X,,EMERALD,Y,N,Y,Y,N,0,J,B,1,1,1,0,0,36.53908,-87.36114,Montgomery,TN,tail has been replaced
220,N,SW,2941-15319,WTSP,W179,YG/WHT,ORG/A,9-Nov-22,22.23,9,11,2022,313,930,68,69,NA,1,24.4,AHY,P,rich,NA,F,X,,EMERALD,Y,N,Y,Y,N,1,B,B,1,1,1,1,1,36.53908,-87.36114,Montgomery,TN,
221,N,SW,2941-15320,WTSP,W180,YG/WHT,DKB/A,9-Nov-22,22.23,9,11,2022,313,1000,70,73,NA,0,26.2,HY,P,dull,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
222,N,SW,2941-15321,WTSP,W181,YG/WHT,GRN/A,9-Nov-22,22.23,9,11,2022,313,1000,71,73,NA,0,24.8,HY,P,dull,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,
223,N,SW,2941-15322,WTSP,W182,YG/WHT,WHT/A,23-Nov-22,22.23,23,11,2022,327,930,73,75,23,0,27.2,HY,P,medium,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,
224,N,SW,2941-15323,WTSP,W183,LAV/DKB,DKB/A,23-Nov-22,22.23,23,11,2022,327,930,76,77,22.6,0,28.2,HY,P,medium,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
225,N,SW,2941-15324,WTSP,W184,LAV/ORG,DKB/A,23-Nov-22,22.23,23,11,2022,327,1000,74,76,24.6,0,26.8,HY,P,medium,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
226,N,SW,2941-15325,WTSP,W185,LAV/WHT,DKB/A,23-Nov-22,22.23,23,11,2022,327,1045,71,72,24.1,0,25.6,HY,P,medium,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,
227,N,SW,2941-15327,WTSP,W186,LAV/GRN,DKB/A,23-Nov-22,22.23,23,11,2022,327,1130,75,77,25.8,1,27.9,HY,P,dull,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
228,N,SW,2941-15328,WTSP,W187,LAV/YEL,DKB/A,23-Nov-22,22.23,23,11,2022,327,1140,72,73,24.9,0,27.7,HY,P,dull,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
229,N,SW,2941-15332,WTSP,W188,LAV/RED,DKB/A,26-Nov-22,22.23,26,11,2022,330,830,75,77,23.4,2,28.2,HY,P,dull,NA,M,X,,1616EAST,Y,N,Y,Y,N,0,J,J,0,0,1,0,0,36.51812,-87.31848,Montgomery,TN,
230,N,SW,2941-15333,WTSP,W189,LAV/RED,RED/A,26-Nov-22,22.23,26,11,2022,330,900,75,75,23.7,0,25.6,HY,P,dull,NA,M,X,,1616EAST,Y,N,Y,Y,N,0,J,J,0,0,1,0,0,36.51812,-87.31848,Montgomery,TN,
231,N,SW,2941-15336,WTSP,W190,LAV/ORG,RED/A,11-Dec-22,22.23,11,12,2022,345,810,73,73,24,3,26.1,AHY,P,medium,NA,F,X,,1616EAST,Y,N,Y,Y,N,1,B,B,1,1,1,1,1,36.51812,-87.31848,Montgomery,TN,
232,R,SW,2941-15306,WTSP,W168,YEL/YG,ORG/A,11-Dec-22,22.23,11,12,2022,345,820,X,X,NA,2,26.6,HY,P,NA,NA,F,X,,1616EAST,N,N,N,N,N,NA,NA,NA,NA,,NA,NA,NA,36.51812,-87.31848,Montgomery,TN,p4 regrown
233,N,SW,2941-15337,WTSP,W191,ORG/LAV,YEL/A,11-Dec-22,22.23,11,12,2022,345,820,74,73,24.2,3,27.9,HY,P,medium,NA,M,X,,1616EAST,Y,N,Y,Y,N,0,J,J,0,0,1,0,0,36.51812,-87.31848,Montgomery,TN,
234,N,SW,2941-15338,WTSP,W192,ORG/LAV,ORG/A,11-Dec-22,22.23,11,12,2022,345,820,76,78,23.6,2,27.9,AHY,P,dull,NA,M,X,,1616EAST,Y,N,Y,Y,N,1,B,B,1,1,1,1,1,36.51812,-87.31848,Montgomery,TN,
235,N,SW,2941-15339,WTSP,W193,ORG/LAV,DKB/A,11-Dec-22,22.23,11,12,2022,345,920,72,70,23.5,2,26.8,HY,P,dull,NA,F,X,,1616EAST,Y,N,Y,Y,N,0,J,J,0,0,0,1,0,36.51812,-87.31848,Montgomery,TN,
236,N,SW,2941-15340,WTSP,W194,ORG/LAV,GRN/A,11-Dec-22,22.23,11,12,2022,345,920,74,75,24.1,1,29.2,HY,P,medium,NA,M,X,,1616EAST,Y,N,Y,Y,N,0,J,J,0,0,1,0,0,36.51812,-87.31848,Montgomery,TN,
237,N,SW,2941-15341,WTSP,W195,ORG/LAV,WHT/A,11-Dec-22,22.23,11,12,2022,345,920,70,68,23.3,3,25.3,HY,P,dull,NA,F,X,,1616EAST,Y,N,Y,Y,N,0,J,J,0,0,0,0,0,36.51812,-87.31848,Montgomery,TN,
238,N,SW,2941-15342,WTSP,W196,GRN/YG,RED/A,11-Dec-22,22.23,11,12,2022,345,920,75,78,23.2,3,28.7,HY,P,dull,NA,M,X,,1616EAST,Y,N,Y,Y,N,0,J,J,0,0,1,0,0,36.51812,-87.31848,Montgomery,TN,
239,R,SW,2941-15315,WTSP,W175,ORG/YG,GRN/A,13-Dec-22,22.23,13,12,2022,347,815,67,66,23.4,1,25.5,HY,P,medium,NA,F,X,,EMERALD,N,N,N,N,N,NA,NA,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
240,N,SW,2941-15343,WTSP,W197,LAV/RED,YEL/A,13-Dec-22,22.23,13,12,2022,347,815,72,70,22.8,0,25.9,HY,P,dull,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,NA,0,0,36.53908,-87.36114,Montgomery,TN,
241,N,SW,2941-15347,WTSP,W198,LAV/RED,ORG/A,13-Dec-22,22.23,13,12,2022,347,910,67,72,22.8,0,22.5,HY,P,medium,NA,F,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,
242,N,SW,2941-15348,WTSP,W199,LAV/RED,GRN/A,13-Dec-22,22.23,13,12,2022,347,910,71,73,23.1,1,25.9,HY,P,dull,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,
243,N,SW,2941-15349,WTSP,W200,LAV/RED,WHT/A,13-Dec-22,22.23,13,12,2022,347,910,67,69,23.1,0,23.8,HY,P,medium,NA,NA,X,,EMERALD,Y,N,N,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,conjunctivitis
244,N,SW,2941-15350,WTSP,W201,RYR/YEL,RED/A,13-Dec-22,22.23,13,12,2022,347,910,67,67,24.7,0,24.8,HY,P,dull,NA,F,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,
245,N,SW,2941-15351,WTSP,W202,YEL/A,RYR/YEL,13-Dec-22,22.23,13,12,2022,347,910,75,73,23.2,1,27.2,HY,P,dull,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,band sequence accidentally reversed by SW
246,R,SW,2831-20196,WTSP,W108,DKB/A,YEL/BW,7-Jan-23,22.23,7,1,2023,7,830,68,72,24.4,5,30.4,ASY,P,medium,NA,F,TS,,1616EAST,Y,N,N,Y,N,5,B,B,1,,1,1,1,36.51812,-87.31848,Montgomery,TN,
247,R,SW,2941-15306,WTSP,W168,YEL/YG,ORG/A,7-Jan-23,22.23,7,1,2023,7,840,70,70,24.1,3,28.0,SY,P,dull,NA,F,X,,1616EAST,Y,N,N,N,N,2,B,NA,NA,,1,0,0,36.51812,-87.31848,Montgomery,TN,check if r6 resampled
248,N,SW,2941-15353,WTSP,W203,RYR/YEL,ORG/A,14-Jan-23,22.23,14,1,2023,14,1400,70,71,22.5,4,29.2,SY,P,dull,NA,F,X,,1616EAST,Y,N,Y,Y,N,0,J,J,0,0,0,0,0,36.51812,-87.31848,Montgomery,TN,
249,R,SW,2941-15340,WTSP,W194,ORG/LAV,GRN/A,14-Jan-23,22.23,14,1,2023,14,1430,73,75,NA,3,32.5,SY,P,medium,NA,M,X,,1616EAST,N,N,N,Y,N,2,B,B,1,,1,0,0,36.51812,-87.31848,Montgomery,TN,"Rp4 95% grown, Rr6 90% grown"
250,R,SW,2941-15315,WTSP,W175,ORG/YG,GRN/A,20-Jan-23,22.23,20,1,2023,20,855,66,67,23.5,4,28.6,SY,P,,NA,F,X,,EMERALD,Y,N,N,N,N,2,B,NA,NA,,NA,NA,NA,36.53908,-87.36114,Montgomery,TN,
251,N,SW,2941-15355,WTSP,W204,RYR/YEL,DKB/A,20-Jan-23,22.23,20,1,2023,20,855,73,75,24.5,3,29.2,SY,P,medium,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,0,1,1,36.53908,-87.36114,Montgomery,TN,
252,N,SW,2941-15356,WTSP,W205,RYR/YEL,GRN/A,20-Jan-23,22.23,20,1,2023,20,855,72,75,24.7,2,27.6,ASY,P,rich,NA,M,X,,EMERALD,Y,N,Y,Y,N,1,B,B,1,1,1,1,1,36.53908,-87.36114,Montgomery,TN,
253,N,SW,2941-15357,WTSP,W206,RYR/YEL,WHT/A,20-Jan-23,22.23,20,1,2023,20,930,73,76,25.1,4,30.8,SY,P,dull,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,
254,N,SW,2941-15358,WTSP,W207,RYR/YEL,LAV/A,20-Jan-23,22.23,20,1,2023,20,930,70,71,24.8,2,27.1,SY,P,medium,NA,F,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,1,1,0,36.53908,-87.36114,Montgomery,TN,tail mixed gen
255,N,SW,2941-15359,WTSP,W208,RYR/RED,RED/A,20-Jan-23,22.23,20,1,2023,20,930,76,X,24.8,3,29.9,ASY,P,rich,NA,M,X,,EMERALD,Y,N,Y,Y,N,1,B,B,1,1,1,1,1,36.53908,-87.36114,Montgomery,TN,
256,N,SW,2941-15361,WTSP,W209,RYR/RED,YEL/A,20-Jan-23,22.23,20,1,2023,20,1030,73,75,25.5,2,28.7,SY,P,dull,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
257,N,SW,2941-15362,WTSP,W210,RYR/RED,ORG/A,20-Jan-23,22.23,20,1,2023,20,1030,74,72,24.5,2,26.4,SY,P,medium,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,tail mixed gen
258,N,SW,2941-15363,WTSP,W211,RYR/RED,DKB/A,20-Jan-23,22.23,20,1,2023,20,1030,71,72,24.8,2,27.8,SY,P,medium,NA,M,X,,EMERALD,Y,N,Y,Y,N,0,J,B,1,1,0,0,0,36.53908,-87.36114,Montgomery,TN,tail replaced
259,R,SW,2941-15306,WTSP,W168,YEL/YG,ORG/A,28-Jan-23,22.23,28,1,2023,28,830,68,71,24.8,4,29.1,SY,P,dull,NA,F,X,,1616EAST,N,N,N,Y,N,NA,NA,NA,NA,,1,1,0,36.51812,-87.31848,Montgomery,TN,p4 2/3 grown; r6 1/2 grown
260,R,SW,2941-15339,WTSP,W193,ORG/LAV,DKB/A,28-Jan-23,22.23,28,1,2023,28,910,72,70,24.9,5,31.5,SY,P,dull,NA,F,X,,1616EAST,Y,N,N,Y,N,2,B,NA,NA,,1,0,0,36.51812,-87.31848,Montgomery,TN,check if r6 resampled
261,N,SW,2941-15364,WTSP,W212,RYR/RED,WHT/A,4-Feb-23,22.23,4,2,2023,35,1440,71,70,25.3,5,32.6,ASY,P,medium,NA,F,X,,1616EAST,Y,N,Y,Y,N,1,B,B,1,1,1,1,1,36.51812,-87.31848,Montgomery,TN,
262,N,SW,2941-15365,WTSP,W213,RYR/RED,GRN/A,4-Feb-23,22.23,4,2,2023,35,1600,73,75,24.5,4,31.4,SY,P,medium,NA,M,X,,1616EAST,Y,N,Y,Y,N,0,J,0,0,0,1,1,0,36.51812,-87.31848,Montgomery,TN,
263,R,SW,2771-10008,WTSP,W115,DKB/A,GY/GRN,10-Feb-23,22.23,10,2,2023,41,850,73,69,24.4,2,27.4,ASY,B,NA,NA,F,TS,,EMERALD,Y,N,N,Y,N,5,B,NA,NA,,NA,NA,NA,36.53908,-87.36114,Montgomery,TN,killed by RSHA; spec
264,N,SW,2941-15366,WTSP,W214,RYR/RED,LAV/A,10-Feb-23,22.23,10,2,2023,41,920,74,73,24.8,1,29.1,SY,P,medium,NA,M,X,,EMERALD,Y,N,Y,Y,Y,0,J,B,1,1,1,1,0,36.53908,-87.36114,Montgomery,TN,spec
265,N,SW,2941-15367,WTSP,W215,RYR/GRN,RED/A,10-Feb-23,22.23,10,2,2023,41,945,68,70,24.9,3,27.0,SY,P,medium,NA,F,X,,EMERALD,Y,N,Y,Y,Y,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,spec
266,R,SW,2941-15355,WTSP,W204,RYR/YEL,DKB/A,15-Feb-23,22.23,15,2,2023,46,830,x,x,NA,3,27.9,SY,P,,,M,X,,EMERALD,N,N,N,N,N,NA,NA,NA,NA,,NA,NA,NA,36.53908,-87.36114,Montgomery,TN,
267,N,SW,2941-15368,WTSP,W216,RYR/GRN,YEL/A,15-Feb-23,22.23,15,2,2023,46,830,74,74,NA,2,28.6,SY,P,dull,NA,M,X,,EMERALD,Y,Y,Y,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,
268,N,SW,2941-15369,WTSP,W217,RYR/GRN,ORG/A,15-Feb-23,22.23,15,2,2023,46,830,72,74,NA,1,27.4,SY,P,dull,NA,M,X,,EMERALD,Y,Y,Y,Y,N,0,J,U,U,,1,0,0,36.53908,-87.36114,Montgomery,TN,
269,N,SW,2941-15370,WTSP,W218,RYR/GRN,DKB/A,15-Feb-23,22.23,15,2,2023,46,830,73,75,NA,3,27.1,SY,P,medium,NA,M,X,,EMERALD,Y,Y,Y,Y,N,0,J,U,U,,1,0,0,36.53908,-87.36114,Montgomery,TN,
270,N,SW,2941-15371,WTSP,W219,RYR/GRN,GRN/A,15-Feb-23,22.23,15,2,2023,46,830,72,71,NA,3,30.3,SY,P,medium,NA,M,X,,EMERALD,Y,Y,Y,Y,N,0,J,B,1,1,1,0,0,36.53908,-87.36114,Montgomery,TN,
271,N,SW,2941-15372,WTSP,W220,RYR/GRN,WHT/A,15-Feb-23,22.23,15,2,2023,46,830,72,76,NA,4,28.0,SY,P,medium,NA,M,X,,EMERALD,Y,Y,Y,Y,N,0,J,U,U,,1,0,0,36.53908,-87.36114,Montgomery,TN,
272,N,SW,2941-15373,WTSP,W221,RYR/GRN,LAV/A,15-Feb-23,22.23,15,2,2023,46,830,71,72,NA,4,29.6,SY,P,medium,NA,M,X,,EMERALD,Y,Y,Y,Y,N,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
273,N,SW,2941-15374,WTSP,W222,RYR/ORG,RED/A,15-Feb-23,22.23,15,2,2023,46,1030,71,71,NA,2,27.2,ASY,P,medium,NA,F,X,,EMERALD,Y,Y,Y,Y,N,1,J,B,1,1,1,1,1,36.53908,-87.36114,Montgomery,TN,
274,N,SW,2941-15375,WTSP,W223,RYR/ORG,YEL/A,19-Feb-23,22.23,19,2,2023,50,740,75,77,23.8,1,26.7,SY,P,dull,NA,M,X,,1616EAST,Y,Y,Y,Y,Y,0,J,J,0,0,0,0,0,36.51812,-87.31848,Montgomery,TN,
275,R,SW,2941-15338,WTSP,W192,ORG/LAV,ORG/A,19-Feb-23,22.23,19,2,2023,50,1040,X,X,NA,4,29.2,SY,P,NA,NA,M,X,,1616EAST,Y,Y,N,N,Y,2,B,B,2,,NA,NA,NA,36.51812,-87.31848,Montgomery,TN,
276,N,SW,2941-15379,WTSP,W224,RYR/ORG,ORG/A,7-Mar-23,22.23,7,3,2023,66,1000,71,72,24,0,26.8,SY,P,dull,NA,M,X,,1616EAST,Y,Y,Y,Y,Y,0,J,J,0,0,1,0,0,36.51812,-87.31848,Montgomery,TN,
277,R,SW,2831-20120,WTSP,W050,WL/RED,GRN/A,11-Mar-23,22.23,11,3,2023,70,800,73,73,23.3,1,27.5,ASY,B,medium,NA,M,TS,,1616EAST,Y,Y,N,Y,N,5,B,B,5,,1,1,1,36.51812,-87.31848,Montgomery,TN,bald spot rear of head
278,R,SW,2941-15336,WTSP,W190,LAV/ORG,RED/A,11-Mar-23,22.23,11,3,2023,70,800,73,73,24.4,2,25.7,ASY,p,medium,NA,F,X,,1616EAST,Y,N,N,Y,N,5,B,B,3,,1,1,1,36.51812,-87.31848,Montgomery,TN,
279,N,SW,2941-15381,WTSP,W225,RYR/ORG,DKB/A,11-Mar-23,22.23,11,3,2023,70,800,71,72,24.5,1,25.1,SY,P,medium,NA,F,X,,1616EAST,Y,Y,Y,Y,N,0,J,J,0,0,1,1,0,36.51812,-87.31848,Montgomery,TN,
280,N,SW,2941-15382,WTSP,W226,RYR/ORG,GRN/A,11-Mar-23,22.23,11,3,2023,70,845,74,73,23.1,2,26.9,SY,P,medium,NA,M,X,,1616EAST,Y,Y,Y,Y,N,0,J,J,0,0,1,0,0,36.51812,-87.31848,Montgomery,TN,baffling comment about r age
281,N,SW,2941-15383,WTSP,W227,RYR/ORG,WHT/A,11-Mar-23,22.23,11,3,2023,70,845,70,71,23.1,3,27.2,SY,P,dull,NA,F,X,,1616EAST,Y,Y,Y,Y,N,0,J,J,0,0,0,0,0,36.51812,-87.31848,Montgomery,TN,
