Record,New_Recap,BanderID,Band_Number,Species,SampleID,Colors Left Top/Bottom,Colors Right Top/Bottom,Date,Season,Day,Month,Year,OrdDay,Time,Wing,Tail,Tarsus,Fat_Score,BirdMass,BirdAge,How_Aged,Eye,Skull,PCRsex,PCRMorph,Field_Morph,Band_Location,P4_Yes_No,R6_Yes_No,Blood_Yes_No,Images_Yes_No,Spec_Data,P4GenType,P4gen,R6gen,R6GenType,age_r6,age_a1,age_a2,age_a3,Latitude,Longitude,County,State,Comments
282,R,SW,2941-15353,WTSP,W203,RYR/YEL,ORG/A,11-Mar-23,22.23,11,3,2023,70,1000,69,69,22.8,1,24.8,SY,P,dull,NA,F,X,,1616EAST,Y,Y,N,Y,N,2,B,B,2,,0,0,0,36.51812,-87.31848,Montgomery,TN,
283,N,SW,2941-15384,WTSP,W228,RYR/ORG,LAV/A,11-Mar-23,22.23,11,3,2023,70,1000,74,75,23.6,1,26.8,ASY,P,medium,NA,M,X,,1616EAST,Y,Y,Y,Y,N,1,B,B,1,1,1,1,1,36.51812,-87.31848,Montgomery,TN,
284,N,SW,2941-15385,WTSP,W229,RYR/DKB,RED/A,23-Mar-23,22.23,23,3,2023,82,900,69,70,23.3,1,24.4,ASY,P,rich,NA,F,X,,EMERALD,Y,Y,Y,Y,Y,1,B,B,1,1,1,1,1,36.53908,-87.36114,Montgomery,TN,light head molt
285,N,SW,2941-15386,WTSP,W230,RYR/DKB,GRN/A,23-Mar-23,22.23,23,3,2023,82,900,73,76,23.3,1,27.4,SY,P,medium,NA,M,X,,EMERALD,Y,Y,Y,Y,Y,0,J,B,1,1,0,0,0,36.53908,-87.36114,Montgomery,TN,"heavy head, throat molt"
286,N,SW,2941-15387,WTSP,W231,RYR/DKB,ORG/A,23-Mar-23,22.23,23,3,2023,82,930,71,75,24,1,27.1,SY,P,medium,NA,M,X,,EMERALD,Y,Y,Y,Y,Y,0,J,B,1,1,1,0,0,36.53908,-87.36114,Montgomery,TN,"heavy head, throat molt"
287,N,SW,2941-15388,WTSP,W232,RYR/DKB,YEL/A,23-Mar-23,22.23,23,3,2023,82,930,72,72,24.3,2,28.1,SY,P,medium,NA,M,X,,EMERALD,Y,Y,Y,Y,Y,0,J,B,1,1,1,0,0,36.53908,-87.36114,Montgomery,TN,no molt
288,N,SW,2941-15389,WTSP,W233,RYR/DKB,DKB/A,23-Mar-23,22.23,23,3,2023,82,930,70,74,24,3,27.2,SY,P,dull,NA,M,X,,EMERALD,Y,Y,Y,Y,Y,0,J,B,1,1,1,0,0,36.53908,-87.36114,Montgomery,TN,"heavy head, throat molt"
289,N,SW,2941-15390,WTSP,W234,RYR/DKB,WHT/A,28-Mar-23,22.23,28,3,2023,87,800,73,71,23.4,1,26.3,SY,P,medium,NA,M,X,,EMERALD,Y,Y,Y,Y,Y,0,J,B,1,1,1,0,0,36.53908,-87.36114,Montgomery,TN,head molt
290,R,SW,2941-15374,WTSP,W222,RYR/ORG,RED/A,28-Mar-23,22.23,28,3,2023,87,830,X,X,22.9,0,26.0,ASY,P,medium,NA,F,X,,EMERALD,Y,Y,N,N,Y,3,B,B,3,,1,1,1,36.53908,-87.36114,Montgomery,TN,no molt
291,R,SW,2941-15350,WTSP,W201,RYR/YEL,RED/A,28-Mar-23,22.23,28,3,2023,87,830,67,67,NA,1,25.4,SY,P,NA,NA,F,X,,EMERALD,Y,Y,N,Y,Y,2,B,J,0,,1,0,0,36.53908,-87.36114,Montgomery,TN,"moderate molt head, throat"
292,N,SW,2941-15391,WTSP,W235,RYR/DKB,LAV/A,28-Mar-23,22.23,28,3,2023,87,830,68,68,22.6,1,24.9,SY,P,medium,NA,F,X,,EMERALD,Y,Y,Y,Y,Y,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,"light head, throat molt"
293,N,SW,2941-15392,WTSP,W236,BYB/WHT,RED/A,28-Mar-23,22.23,28,3,2023,87,830,72,76,23.6,1,27.8,AHY,P,medium,NA,M,X,,EMERALD,Y,Y,Y,Y,Y,U,U,U,U,,U,U,U,36.53908,-87.36114,Montgomery,TN,"light head, throat molt"
294,N,SW,2941-15393,WTSP,W237,BYB/WHT,YEL/A,28-Mar-23,22.23,28,3,2023,87,830,68,70,23.7,0,21.0,SY,P,medium,NA,F,X,,EMERALD,Y,Y,Y,Y,Y,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,no molt
295,R,SW,2941-15351,WTSP,W202,YEL/A,RYR/YEL,28-Mar-23,22.23,28,3,2023,87,915,74,73,NA,2,28.4,SY,P,NA,NA,M,X,,EMERALD,Y,Y,N,N,Y,2,B,B,2,,0,0,0,36.53908,-87.36114,Montgomery,TN,light head molt
296,R,SW,2941-15368,WTSP,W216,RYR/GRN,YEL/A,28-Mar-23,22.23,28,3,2023,87,915,74,75,25,2,27.5,SY,P,NA,NA,M,X,,EMERALD,Y,Y,N,N,Y,2,B,B,2,,0,0,0,36.53908,-87.36114,Montgomery,TN,"light head, moderate throat molt"
297,R,SW,2771-10098,WTSP,W165,YEL/YG,RED/A,28-Mar-23,22.23,28,3,2023,87,915,70,70,NA,2,25.9,SY,P,NA,NA,F,X,,EMERALD,Y,Y,N,N,Y,2,B,B,2,,1,0,0,36.53908,-87.36114,Montgomery,TN,rest of tail juv
298,R,SW,2941-15371,WTSP,W219,RYR/GRN,GRN/A,28-Mar-23,22.23,28,3,2023,87,915,74,72,25,1,27.8,SY,P,medium,NA,M,X,,EMERALD,Y,Y,N,N,Y,2,B,B,3,,1,0,0,36.53908,-87.36114,Montgomery,TN,"moderate molt head, throat"
299,R,SW,2941-15324,WTSP,W184,LAV/ORG,DKB/A,28-Mar-23,22.23,28,3,2023,87,915,73,75,24.9,2,26.5,SY,P,medium,NA,M,X,,EMERALD,Y,Y,N,N,Y,2,B,B,2,,1,0,0,36.53908,-87.36114,Montgomery,TN,"light head, throat molt"
300,N,SW,2941-15394,WTSP,W238,BYB/WHT,LAV/A,28-Mar-23,22.23,28,3,2023,87,930,70,70,23.5,1,24.2,SY,P,medium,NA,F,X,,EMERALD,Y,Y,Y,Y,Y,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,"light head, throat molt"
301,R,SW,2941-15386,WTSP,W230,RYR/DKB,GRN/A,28-Mar-23,22.23,28,3,2023,87,1010,NA,NA,NA,3,27.7,SY,P,medium,NA,M,X,,EMERALD,N,N,N,N,Y,NA,NA,NA,NA,,NA,NA,NA,36.53908,-87.36114,Montgomery,TN,"heavy head, throat molt"
302,N,SW,2941-15398,WTSP,W239,BYB/WHT,DKB/A,30-Mar-23,22.23,30,3,2023,89,915,70,69,23.9,0,27.5,SY,P,medium,NA,M,X,,EMERALD,Y,Y,Y,Y,Y,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,"heavy head, throat molt"
303,N,SW,2941-15399,WTSP,W240,BYB/WHT,GRN/A,30-Mar-23,22.23,30,3,2023,89,915,71,69,23.9,1,26.4,SY,P,dull,NA,M,X,,EMERALD,Y,Y,Y,Y,Y,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,"heavy head, throat molt"
304,N,SW,2941-15400,WTSP,W241,BYB/WHT,WHT/A,30-Mar-23,22.23,30,3,2023,89,915,65,70,22.4,2,23.1,SY,P,medium,NA,F,X,,EMERALD,Y,Y,Y,Y,Y,0,J,B,2,1,0,0,0,36.53908,-87.36114,Montgomery,TN,"no head molt, lighht throat molt"
305,N,SW,1321-20201,WTSP,W242,BYB/DKB,RED/A,30-Mar-23,22.23,30,3,2023,89,915,68,70,23.5,2,22.7,SY,P,medium,NA,F,X,,EMERALD,Y,Y,Y,Y,Y,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,"heavy head, throat molt"
306,N,SW,1321-20202,WTSP,W243,BYB/DKB,GRN/A,30-Mar-23,22.23,30,3,2023,89,915,71,75,23.5,2,25.3,SY,P,dull,NA,M,X,,EMERALD,Y,Y,Y,Y,Y,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,"heavy head, throat molt"
307,N,SW,1321-20203,WTSP,W244,BYB/DKB,YEL/A,30-Mar-23,22.23,30,3,2023,89,1040,71,72,23,2,24.9,SY,P,medium,NA,M,X,,EMERALD,Y,Y,Y,Y,Y,0,J,B,2,1,1,0,0,36.53908,-87.36114,Montgomery,TN,"heavy head, throat molt"
308,R,SW,2831-20120,WTSP,W050,WL/RED,GRN/A,7-Apr-23,22.23,7,4,2023,97,720,X,X,23.6,0,26.6,ASY,B,NA,NA,M,TS,,1616EAST,N,N,N,Y,Y,NA,B,B,3,,1,1,1,36.51812,-87.31848,Montgomery,TN,heavy throat molt
309,N,SW,1321-20204,WTSP,W245,BYB/DKB,DKB/A,7-Apr-23,22.23,7,4,2023,97,740,69,72,23.3,0,24.5,SY,P,medium,NA,F,X,,1616EAST,Y,Y,Y,Y,Y,0,J,J,0,0,1,0,0,36.51812,-87.31848,Montgomery,TN,"heavy head, throat molt"
310,N,SW,1321-20205,WTSP,W246,BYB/DKB,WHT/A,7-Apr-23,22.23,7,4,2023,97,740,68,70,23,1,25.7,SY,P,medium,NA,F,X,,1616EAST,Y,Y,Y,Y,Y,0,J,J,0,0,0,0,0,36.51812,-87.31848,Montgomery,TN,"heavy head, throat molt"
311,N,SW,1321-20206,WTSP,W247,BYB/DKB,LAV/A,7-Apr-23,22.23,7,4,2023,97,850,73,70,23,3,26.8,SY,P,medium,NA,M,X,,1616EAST,Y,Y,Y,Y,Y,0,J,J,0,0,1,0,0,36.51812,-87.31848,Montgomery,TN,no molt
312,N,SW,1321-20207,WTSP,W248,BYB/RED,RED/A,7-Apr-23,22.23,7,4,2023,97,850,77,77,24.4,0,29.8,SY,P,dull,NA,M,X,,1616EAST,Y,Y,Y,Y,Y,0,J,J,0,0,1,0,0,36.51812,-87.31848,Montgomery,TN,"heavy head, throat molt"
313,N,SW,1321-20209,WTSP,W249,BYB/RED,YEL/A,7-Apr-23,22.23,7,4,2023,97,935,74,75,24.3,1,26.6,SY,P,dull,NA,M,X,,1616EAST,Y,Y,Y,Y,Y,0,J,J,0,0,1,0,0,36.51812,-87.31848,Montgomery,TN,"moderate molt head, heavy throat molt"
314,N,SW,1321-20211,WTSP,W250,BYB/RED,DKB/A,20-Apr-23,22.23,20,4,2023,110,900,74,76,23.9,2,27.7,SY,P,medium,NA,M,X,,EMERALD,Y,Y,Y,Y,Y,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,light head and throat molt
315,N,SW,1321-20212,WTSP,W251,BYB/RED,GRN,20-Apr-23,22.23,20,4,2023,110,900,70,72,23.5,2,26.6,SY,P,dull,NA,M,X,,EMERALD,Y,Y,Y,Y,Y,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,moderate throat molt
316,R,SW,2941-15398,WTSP,W239,BYB/WHT,DKB/A,20-Apr-23,22.23,20,4,2023,110,930,71,70,NA,4,29.8,SY,P,medium,NA,M,X,,EMERALD,N,N,N,Y,Y,NA,NA,NA,NA,,NA,NA,NA,36.53908,-87.36114,Montgomery,TN,no molt
317,N,SW,1321-20213,WTSP,W252,BYB/RED,WHT/A,20-Apr-23,22.23,20,4,2023,110,930,70,70,24.1,5,28.4,SY,P,dull,NA,F,X,,EMERALD,Y,Y,Y,Y,Y,0,J,B,2,1,0,0,0,36.53908,-87.36114,Montgomery,TN,no molt
318,R,SW,2941-15394,WTSP,W238,BYB/WHT,LAV/A,4-May-23,22.23,4,5,2023,124,900,69,69,NA,5,29.2,SY,P,medium,NA,F,X,,EMERALD,Y,N,N,Y,Y,2,B,B,2,,NA,NA,NA,36.53908,-87.36114,Montgomery,TN,no head or throat molt
319,R,SW,2941-15347,WTSP,W198,LAV/RED,ORG/A,4-May-23,22.23,4,5,2023,124,900,68,71,NA,4,27.1,SY,P,rich,NA,F,X,,EMERALD,Y,Y,N,Y,Y,2,B,B,2,,NA,NA,NA,36.53908,-87.36114,Montgomery,TN,no head or throat molt
320,R,SW,2941-15400,WTSP,W241,BYB/WHT,WHT/A,4-May-23,22.23,4,5,2023,124,900,65,70,NA,5,28.9,SY,P,medium,NA,F,X,,EMERALD,N,N,N,Y,Y,NA,NA,NA,NA,,NA,NA,NA,36.53908,-87.36114,Montgomery,TN,no head or throat molt
321,N,SW,1321-20214,WTSP,W253,BYB/RED,LAV/A,4-May-23,22.23,4,5,2023,124,900,70,71,NA,5,31.9,ASY,P,medium,NA,F,X,,EMERALD,Y,Y,Y,Y,Y,1,B,B,1,1,1,1,1,36.53908,-87.36114,Montgomery,TN,no head or throat molt
322,N,SW,1321-20215,WTSP,W254,BYB/GRN,RED/A,4-May-23,22.23,4,5,2023,124,900,66,66,23.1,4,26.0,SY,P,medium,NA,F,X,,EMERALD,Y,Y,Y,Y,Y,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,no head or throat molt
323,N,SW,1321-20216,WTSP,W255,BYB/GRN,YEL/A,4-May-23,22.23,4,5,2023,124,900,68,71,22.7,4,25.3,SY,P,medium,NA,F,X,,EMERALD,Y,Y,Y,Y,Y,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,no head or throat molt
324,N,SW,1321-20217,WTSP,W256,BYB/GRN,ORG/A,4-May-23,22.23,4,5,2023,124,900,68,68,23.4,5,31.8,SY,P,dull,NA,F,X,,EMERALD,Y,Y,Y,Y,Y,0,J,B,1,1,0,0,0,36.53908,-87.36114,Montgomery,TN,"light throat molt, no head molt"
325,N,SW,1321-20218,WTSP,W257,BYB/GRN,DKB/A,4-May-23,22.23,4,5,2023,124,900,67,70,23.8,5,27.7,SY,P,dull,NA,F,X,,EMERALD,Y,Y,Y,Y,Y,0,J,B,,1,1,0,0,36.53908,-87.36114,Montgomery,TN,no head or throat molt
326,N,SW,1321-20224,WTSP,W258,BYB/GRN,GRN/A,4-May-23,22.23,4,5,2023,124,1030,71,71,24.5,4,30.3,SY,P,dull,NA,M,X,,EMERALD,Y,Y,Y,Y,Y,0,J,B,1,1,0,0,0,36.53908,-87.36114,Montgomery,TN,no head or throat molt
327,N,SW,1321-20225,WTSP,W259,BYB/GRN,WHT/A,4-May-23,22.23,4,5,2023,124,1030,66,70,23,4,31.2,SY,P,medium,NA,F,X,,EMERALD,Y,Y,Y,Y,Y,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,no head or throat molt
328,N,SW,1321-20228,WTSP,W260,BYB/GRN,LAV/A,4-May-23,22.23,4,5,2023,124,1120,70,70,23,4,26.0,SY,P,medium,NA,F,X,,EMERALD,Y,Y,Y,Y,Y,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,no head or throat molt
329,N,SW,1321-20229,WTSP,W261,BYB/GRN,BYB/A,4-May-23,22.23,4,5,2023,124,1120,71,76,22.8,5,30.7,SY,P,medium,NA,M,X,,EMERALD,Y,Y,Y,Y,Y,0,J,B,1,1,1,0,0,36.53908,-87.36114,Montgomery,TN,no head or throat molt
330,N,SW,1321-20232,WTSP,W262,YEL/RED,BYB/A,15-Oct-23,23.24,15,10,2023,288,750,75,76,NA,0,25.9,AHY,p,rich,6,X,X,,1616EAST,Y,Y,Y,Y,N,1,B,B,1,1,1,1,1,36.51812,-87.31848,Montgomery,TN,
331,N,SW,1321-20233,WTSP,W263,YEL/DKB,BYB/A,15-Oct-23,23.24,15,10,2023,288,750,72,70,NA,0,22.2,AHY,p,rich,NA,X,X,,1616EAST,Y,Y,Y,Y,N,1,B,B,1,1,1,1,1,36.51812,-87.31848,Montgomery,TN,
332,N,SW,1321-20239,WTSP,W264,YEL/GRN,BYB/A,22-Oct-23,23.24,22,10,2023,295,655,72,72,NA,1,22.2,AHY,p,medium,NA,X,X,,1616EAST,Y,Y,Y,Y,N,1,B,B,1,1,1,1,1,36.51812,-87.31848,Montgomery,TN,
333,N,SW,1321-20240,WTSP,W265,YEL/WHT,BYB/A,22-Oct-23,23.24,22,10,2023,295,700,69,70,NA,0,22.4,HY,p,medium,NA,X,X,,1616EAST,Y,Y,Y,Y,N,0,J,J,0,0,1,0,0,36.51812,-87.31848,Montgomery,TN,
334,N,SW,1321-20241,WTSP,W266,YEL/LAV,BYB/A,22-Oct-23,23.24,22,10,2023,295,700,70,70,NA,0,22.3,HY,p,dull,NA,X,X,,1616EAST,Y,Y,Y,Y,N,0,J,J,0,0,0,0,0,36.51812,-87.31848,Montgomery,TN,
335,N,SW,1321-20242,WTSP,W267,BYB/A,YEL/RED,22-Oct-23,23.24,22,10,2023,295,700,67,70,NA,0,24.9,HY,p,dull,NA,X,X,,1616EAST,Y,Y,Y,Y,N,0,J,J,0,0,0,0,0,36.51812,-87.31848,Montgomery,TN,
336,N,SW,1321-20243,WTSP,W268,BYB/A,YEL/YEL,22-Oct-23,23.24,22,10,2023,295,700,75,76,NA,3,25.9,HY,p,medium,NA,X,X,,1616EAST,Y,Y,Y,Y,N,0,J,J,0,0,1,0,0,36.51812,-87.31848,Montgomery,TN,
337,N,SW,1321-20244,WTSP,W269,BYB/A,YEL/WHT,22-Oct-23,23.24,22,10,2023,295,700,76,74,NA,1,23.3,AHY,p,rich,NA,X,X,,1616EAST,Y,Y,Y,Y,N,1,B,B,1,1,1,1,1,36.51812,-87.31848,Montgomery,TN,orange lores
338,N,SW,1321-20245,WTSP,W270,BYB/A,YEL/GRN,22-Oct-23,23.24,22,10,2023,295,700,75,73,NA,2,23.9,AHY,p,rich,NA,X,X,,1616EAST,Y,Y,Y,Y,N,1,B,B,1,1,1,1,1,36.51812,-87.31848,Montgomery,TN,
339,N,SW,1321-20246,WTSP,W271,BYB/A,YEL/LAV,22-Oct-23,23.24,22,10,2023,295,700,77,77,NA,2,23.9,AHY,p,rich,NA,X,X,,1616EAST,Y,Y,Y,Y,N,1,B,B,1,1,1,1,1,36.51812,-87.31848,Montgomery,TN,
340,N,SW,1321-20247,WTSP,W272,BYB/A,YEL/DKB,22-Oct-23,23.24,22,10,2023,295,700,73,72,NA,1,22.0,HY,p,dull,NA,X,X,,1616EAST,Y,Y,Y,Y,N,0,J,J,0,0,1,0,0,36.51812,-87.31848,Montgomery,TN,
341,N,SW,1321-20248,WTSP,W273,BYB/A,RED/RED,22-Oct-23,23.24,22,10,2023,295,700,67,67,NA,3,22.5,HY,p,dull,NA,X,X,,1616EAST,Y,Y,Y,Y,N,0,J,J,0,0,0,0,0,36.51812,-87.31848,Montgomery,TN,
342,N,SW,1321-20249,WTSP,W274,BYB/A,RED/YEL,3-Nov-23,23.24,3,11,2023,307,930,70,69,NA,1,24.6,HY,p,dull,NA,X,X,,EMERALD,Y,Y,Y,Y,Y,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
343,N,SW,1321-20250,WTSP,W275,BYB/A,RED/WHT,3-Nov-23,23.24,3,11,2023,307,930,68,68,NA,0,24.3,HY,p,dull,NA,X,X,,EMERALD,Y,Y,Y,Y,Y,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
344,N,SW,1321-20251,WTSP,W276,BYB/A,RED/GRN,3-Nov-23,23.24,3,11,2023,307,1010,68,71,NA,0,24.1,HY,p,dull,NA,X,X,,EMERALD,Y,Y,Y,Y,Y,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
345,N,SW,1321-20252,WTSP,W277,BYB/A,RED/LAV,3-Nov-23,23.24,3,11,2023,307,1010,70,72,NA,1,23.9,HY,p,dull,NA,X,X,,EMERALD,Y,Y,Y,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,
346,N,SW,1321-20254,WTSP,W278,BYB/A,RED/DKB,10-Nov-23,23.24,10,11,2023,314,930,69,71,NA,2,25.0,HY,p,dull,NA,X,X,,EMERALD,Y,Y,Y,Y,N,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
347,N,SW,1321-20255,WTSP,W279,BWB/A,YEL/RED,10-Nov-23,23.24,10,11,2023,314,930,68,69,NA,0,23.8,HY,p,dull,NA,X,X,,EMERALD,Y,Y,Y,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,
348,N,SW,1321-20256,WTSP,W280,BWB/A,YEL/YEL,10-Nov-23,23.24,10,11,2023,314,930,74,75,NA,0,27.5,HY,p,dull,NA,X,X,,EMERALD,Y,Y,Y,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,
349,N,SW,1321-20257,WTSP,W281,BWB/A,YEL/WHT,10-Nov-23,23.24,10,11,2023,314,930,76,76,NA,1,28.4,HY,p,medium,NA,X,X,,EMERALD,Y,Y,Y,Y,N,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
350,N,SW,1321-20258,WTSP,W282,BWB/A,YEL/GRN,10-Nov-23,23.24,10,11,2023,314,930,72,74,NA,0,24.6,HY,p,dull,NA,X,X,,EMERALD,Y,Y,Y,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,
351,N,SW,1321-20259,WTSP,W283,BWB/A,YEL/LAV,10-Nov-23,23.24,10,11,2023,314,930,68,71,NA,3,25.2,HY,p,dull,NA,X,X,,EMERALD,Y,Y,Y,Y,N,0,J,J,0,0,1,0,0,36.53908,-87.36114,Montgomery,TN,
352,N,SW,1321-20260,WTSP,W284,BWB/A,YEL/DKB,10-Nov-23,23.24,10,11,2023,314,1000,73,76,NA,1,26.6,HY,p,medium,NA,X,X,,EMERALD,Y,Y,Y,Y,N,0,J,J,0,0,0,0,0,36.53908,-87.36114,Montgomery,TN,